CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,display_phone,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,Latitude,Longitude,#_of_inspections,count_range,name,price,rating,review_count,transactions,neighborhood,categories_clean,latitude,longitude,address,city,zip_code,state,delivery,pickup,restaurant_reservation,asianfusion,bagels,bakeries,barbers,bars,chinese,comedyclubs,comfortfood,convenience,pizza,poke,seafood,seafoodmarkets,shanghainese,taiwanese,thai,tea,teppanyaki,ramen
41012338,SLAINTE,Manhattan,304,BOWERY,10012,(212) 253-7030,Irish,3/6/2019,Violations were cited in the following area(s).,N,4,A,3/6/2019,Cycle Inspection / Initial Inspection,40.72464823,-73.99242723,7,10-Jun,Slainte Bar & Lounge,$$,4,236,['pickup'],SoHo,"['pubs', 'irish']",40.724811,-73.992832,304 Bowery,New York,10012,NY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41422201,SLATE,Manhattan,54,WEST   21 STREET,10010,(212) 989-0096,American,1/24/2020,Violations were cited in the following area(s).,Y,26,Z,TBD,Cycle Inspection / Initial Inspection,40.74096859,-73.99222328,24,21-30,Slate NY,$$,3,971,"['pickup', 'delivery']",Gramercy,"['danceclubs', 'newamerican', 'venues']",40.74121749,-73.99330616,54 W 21st St,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239831,SLATTERY'S MIDTOWN PUB,Manhattan,8,EAST   36 STREET,10016,(212) 683-6444,American,1/31/2020,Violations were cited in the following area(s).,Y,14,Z,TBD,Cycle Inspection / Initial Inspection,40.74945166,-73.98301536,21,21-30,Slattery's Midtown Pub,$$,3.5,271,[],Midtown East,"['pubs', 'irish', 'sportsbars']",40.749215,-73.983023,8 E 36th St,New York,10016,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50035766,SMASHBURGER,Manhattan,10,WEST   33 STREET,10001,(646) 692-6445,American,10/21/2019,Violations were cited in the following area(s).,N,9,A,10/21/2019,Cycle Inspection / Initial Inspection,40.7479918,-73.98560704,13,20-Nov,Smashburger,$$,3.5,341,"['pickup', 'delivery']",Garment District,"['burgers', 'breakfast_brunch']",40.74806,-73.98596,10 W 33rd St,New York,10001,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41641339,SMILE TO GO,Manhattan,22,HOWARD STREET,10013,(646) 863-3893,American,6/17/2019,Violations were cited in the following area(s).,N,13,A,6/17/2019,Cycle Inspection / Initial Inspection,40.71941421,-74.00031746,19,20-Nov,Smile To Go,$$,3.5,129,"['delivery', 'pickup']",Little Italy,"['newamerican', 'bakeries', 'coffee']",40.7195836,-74.0001862,22 Howard St,New York,10013,NY,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41267566,SMITH & MILLS,Manhattan,71,NORTH MOORE STREET,10013,(212) 226-2515,American,1/28/2020,Violations were cited in the following area(s).,Y,37,Z,TBD,Cycle Inspection / Initial Inspection,40.72008351,-74.009845,40,31+,Smith & Mills,$$,4,282,"['pickup', 'delivery']",Chinatown,"['lounges', 'newamerican']",40.72018,-74.00991,71 N Moore St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40370766,SMITH & WOLLENSKY,Manhattan,201,EAST   49 STREET,10017,(212) 753-1530,American,12/30/2019,Violations were cited in the following area(s).,Y,8,A,12/30/2019,Cycle Inspection / Re-inspection,40.75505127,-73.97087534,13,20-Nov,Smith & Wollensky,$$$$,3.5,1000,[],Midtown East,['steak'],40.75523748,-73.97094725,797 3rd Ave,New York,10022,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017919,SMITH'S HELL'S KITCHEN BAR & RESTAURANT,Manhattan,701,8 AVENUE,10036,(212) 247-2161,American,10/23/2019,Violations were cited in the following area(s).,N,12,A,10/23/2019,Cycle Inspection / Initial Inspection,40.75862535,-73.98878483,16,20-Nov,Smith's Bar & Restaurant,$$,3,487,[],Garment District,"['divebars', 'sportsbars', 'tradamerican']",40.75887,-73.98884,701 8th Ave,New York,10036,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011154,SMITHFIELD HALL,Manhattan,138,WEST   25 STREET,10001,(212) 929-9677,American,3/11/2020,Violations were cited in the following area(s).,Y,13,A,3/11/2020,Cycle Inspection / Re-inspection,40.74467682,-73.99307094,12,20-Nov,Smithfield Hall,$$,4,469,[],Midtown West,"['pubs', 'tradamerican', 'sportsbars']",40.74475326,-73.99349399,138 W 25th St,New York,10001,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40689838,SMOKE,Manhattan,2751,BROADWAY,10025,(212) 864-6662,American,8/30/2019,Violations were cited in the following area(s).,Y,11,A,8/30/2019,Cycle Inspection / Initial Inspection,40.80111295,-73.96791136,22,21-30,Smoke Jazz & Supper Club,$$,4,382,"['delivery', 'pickup']",East Harlem,"['jazzandblues', 'newamerican']",40.8012384,-73.9681818,2751 Broadway,New York,10025,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41366873,SMORGAS CHEF AT SCANDINAVIA HOUSE,Manhattan,58,PARK AVENUE,10016,(212) 847-9745,Scandinavian,1/16/2020,Violations were cited in the following area(s).,Y,19,B,1/16/2020,Cycle Inspection / Re-inspection,40.74929193,-73.9797383,28,21-30,Smorgas Chef,$$,3.5,162,"['delivery', 'pickup']",Midtown East,['scandinavian'],40.74941,-73.97995,58 Park Ave,New York,10016,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50087206,SMØR,Manhattan,441,EAST   12 STREET,10009,(646) 478-8391,Scandinavian,4/16/2019,Violations were cited in the following area(s).,N,3,A,4/16/2019,Pre-permit (Operational) / Initial Inspection,40.72948339,-73.9822736,1,1,Smør,N/A,4.5,47,"['delivery', 'pickup']",Gramercy,"['scandinavian', 'sandwiches', 'breakfast_brunch']",40.72927,-73.98153,441 E 12th St,New York,10009,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40942949,SNACK TAVERNA,Manhattan,63,BEDFORD STREET,10014,(212) 929-3499,Greek,10/21/2019,Violations were cited in the following area(s).,Y,13,A,10/21/2019,Cycle Inspection / Initial Inspection,40.73107388,-74.00468338,20,20-Nov,Snack Taverna,$$,4,331,"['delivery', 'pickup']",Greenwich Village,"['greek', 'mediterranean', 'tapasmallplates']",40.731033,-74.004814,63 Bedford St,New York,10014,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50044171,SNAX SPOT,Manhattan,534,9 AVENUE,10018,(917) 475-1516,American,5/22/2019,Violations were cited in the following area(s).,Y,12,A,5/22/2019,Cycle Inspection / Initial Inspection,40.75684987,-73.9937627,12,20-Nov,Snax Spot,$$,4.5,209,"['delivery', 'pickup']",Midtown West,"['burgers', 'hotdogs']",40.75674,-73.993461,534 9th Ave,New York,10018,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50097105,Snax Spot,Manhattan,534,9 AVENUE,10018,(917) 475-1516,Sandwiches,10/28/2019,Violations were cited in the following area(s).,N,6,A,10/28/2019,Pre-permit (Operational) / Initial Inspection,40.75684987,-73.9937627,3,5-Feb,Snax Spot,$$,4.5,209,"['delivery', 'pickup']",Midtown West,"['burgers', 'hotdogs']",40.75674,-73.993461,534 9th Ave,New York,10018,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50057117,SNOWFOX,Manhattan,24,EAST   23 STREET,10010,(646) 998-3030,Japanese,10/25/2019,Violations were cited in the following area(s).,N,3,A,10/25/2019,Cycle Inspection / Re-inspection,40.74073489,-73.98769804,29,21-30,Snowfox Cafe,$$,3.5,133,"['delivery', 'pickup']",Gramercy,"['sushi', 'cafes', 'japanese']",40.740781,-73.98807,24 E 23rd St,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046997,SOBA NOODLE AZUMA,Manhattan,251,WEST   55 STREET,10019,(917) 262-0540,Japanese,2/5/2019,Violations were cited in the following area(s).,N,12,A,2/5/2019,Cycle Inspection / Initial Inspection,40.76499795,-73.98282727,19,20-Nov,SOBA AZUMA,$$,4,281,"['delivery', 'pickup']",Midtown West,"['japanese', 'noodles', 'beer_and_wine']",40.76526,-73.9832,251 W 55th St,New York,10019,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50085997,SOBA TOTTO,Manhattan,211,EAST   43 STREET,10017,(212) 557-8200,Japanese,12/11/2019,Violations were cited in the following area(s).,N,23,B,12/11/2019,Cycle Inspection / Re-inspection,40.75123119,-73.97345762,20,20-Nov,Soba Totto,$$,4,901,"['delivery', 'pickup']",Midtown East,"['japanese', 'salad', 'bars']",40.75122,-73.97317,211 E 43rd St,New York,10017,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40602670,SOBA-YA,Manhattan,229,EAST    9 STREET,10003,(212) 533-6966,Japanese,1/16/2020,Violations were cited in the following area(s).,Y,12,A,1/16/2020,Cycle Inspection / Re-inspection,40.72962414,-73.98825574,12,20-Nov,Soba-ya,$$,4,1000,"['pickup', 'delivery']",Greenwich Village,"['japanese', 'noodles']",40.72964859,-73.98788452,229 E 9th St,New York,10003,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41318348,SOCARRAT (PAELLA BAR AND WINE BAR),Manhattan,259,WEST   19 STREET,10011,(212) 462-1000,Spanish,1/14/2020,Violations were cited in the following area(s).,N,12,A,1/14/2020,Cycle Inspection / Initial Inspection,40.74240436,-73.99923494,12,20-Nov,Socarrat Paella Bar - Chelsea,$$$,4,1000,"['delivery', 'pickup']",Midtown West,"['spanish', 'tapas', 'tapasmallplates']",40.7427204,-73.9995147,259 W 19th St,New York,10011,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41660862,SOCARRAT EAST,Manhattan,953,2 AVENUE,10022,(212) 759-0101,Spanish,10/22/2019,Violations were cited in the following area(s).,Y,6,A,10/22/2019,Cycle Inspection / Re-inspection,40.75521253,-73.96828729,21,21-30,Socarrat Paella Bar - Midtown East,$$$,3.5,490,"['delivery', 'pickup']",Midtown East,"['spanish', 'tapasmallplates', 'wine_bars']",40.755293,-73.968462,953 2nd Ave,New York,10022,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41542299,SOCARRAT NOLITA,Manhattan,284,MULBERRY STREET,10012,(212) 219-0101,Spanish,11/13/2019,Violations were cited in the following area(s).,Y,13,A,11/13/2019,Cycle Inspection / Re-inspection,40.72451389,-73.99511144,13,20-Nov,Socarrat Paella Bar - Nolita,$$$,4,491,"['delivery', 'pickup']",Greenwich Village,"['spanish', 'tapas', 'tapasmallplates']",40.724483,-73.99504,284 Mulberry St,New York,10012,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50064572,SOCIETY CAFE,Manhattan,52,WEST   13 STREET,10011,(212) 300-4525,American,3/5/2020,Violations were cited in the following area(s).,N,4,A,3/5/2020,Cycle Inspection / Initial Inspection,40.73599801,-73.99578176,14,20-Nov,Society Cafe,$$,4,178,"['delivery', 'pickup']",Greenwich Village,"['newamerican', 'cafes', 'breakfast_brunch']",40.7362063,-73.9965962,52 W 13th St,New York,10011,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50050442,SOFIA PIZZA SHOPPE,Manhattan,989,1 AVENUE,10022,(212) 888-8816,Pizza,10/31/2019,Violations were cited in the following area(s).,N,2,A,10/31/2019,Cycle Inspection / Re-inspection,40.75656998,-73.96419343,12,20-Nov,Sofia Pizza Shoppe,$,4.5,203,"['delivery', 'pickup']",Midtown East,['pizza'],40.75674,-73.96431,989 1st Ave,New York,10022,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50046638,SOFIA WINE BAR,Manhattan,242,EAST   50 STREET,10022,(212) 888-8660,Pizza/Italian,3/10/2020,Violations were cited in the following area(s).,N,28,Z,TBD,Cycle Inspection / Initial Inspection,40.7553831,-73.96975626,13,20-Nov,Sofia Wine Bar,$$,4,644,"['restaurant_reservation', 'pickup', 'delivery']",Midtown West,"['italian', 'wine_bars']",40.75502,-73.96913,242 E 50th St,New York,10022,NY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41564000,SOFIA'S LITTLE ITALY,Manhattan,143,MULBERRY STREET,10013,(212) 219-9799,Italian,5/23/2019,Violations were cited in the following area(s).,Y,8,A,5/23/2019,Cycle Inspection / Initial Inspection,40.71876093,-73.9975866,21,21-30,Sofia's,N/A,5,6,"['delivery', 'pickup']",Little Italy,['italian'],40.71888,-73.99777,143 Mulberry St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50037167,SOFRITO,Manhattan,679,RIVERSIDE DRIVE,10031,(212) 754-5999,Latin,2/21/2019,Violations were cited in the following area(s).,Y,12,A,2/21/2019,Cycle Inspection / Initial Inspection,40.82711109,-73.95196018,17,20-Nov,Sofrito New York,$$,2.5,586,[],East Harlem,"['latin', 'spanish', 'newamerican']",40.82729244,-73.9553675,679 Riverside Dr,New York,10031,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50095407,SOHO EATERY,Manhattan,273,CANAL STREET,10013,(917) 261-2989,Asian,10/29/2019,Violations were cited in the following area(s).,N,12,A,10/29/2019,Cycle Inspection / Initial Inspection,40.71904092,-74.00137445,7,10-Jun,SoHo Eatery,N/A,4,24,"['pickup', 'delivery']",Little Italy,"['vietnamese', 'bubbletea', 'sandwiches']",40.719167,-74.001174,273 Canal St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41207173,SOHO PARK,Manhattan,62,PRINCE STREET,10012,(212) 219-2129,American,4/24/2019,Violations were cited in the following area(s).,N,13,A,4/24/2019,Cycle Inspection / Initial Inspection,40.72372894,-73.99661954,15,20-Nov,Soho Park,$$,3,694,"['pickup', 'delivery']",Little Italy,"['burgers', 'bars', 'tradamerican']",40.72368,-73.99681,62 Prince St,New York,10012,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50013284,SOHO ROOM,Manhattan,203,SPRING STREET,10012,(212) 334-3855,American,3/5/2020,Violations were cited in the following area(s).,N,13,A,3/5/2020,Cycle Inspection / Initial Inspection,40.72530717,-74.00349238,31,31+,SoHo Room,$$,3,156,[],SoHo,"['tradamerican', 'lounges', 'sportsbars']",40.725463,-74.003402,203 Spring St,New York,10012,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50096822,SOHO THAI,Manhattan,141,GRAND STREET,10013,(212) 966-8916,Thai,10/10/2019,Violations were cited in the following area(s).,N,12,A,10/10/2019,Pre-permit (Operational) / Re-inspection,40.72024039,-73.99950216,14,20-Nov,Soho Thai,$$,3.5,158,"['pickup', 'delivery']",Little Italy,['thai'],40.720078,-73.999641,141 Grand St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50005710,SOJU HAUS,Manhattan,315,5 AVENUE,10016,(212) 213-2177,Korean,1/21/2020,Violations were cited in the following area(s).,Y,13,A,1/21/2020,Cycle Inspection / Initial Inspection,40.74699545,-73.98559643,19,20-Nov,Soju Haus,$$,4,548,"['delivery', 'pickup']",Midtown West,"['korean', 'bars']",40.7468603,-73.9851724,315 5th Ave,New York,10016,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50078889,SOLA LAB,Manhattan,45,BEEKMAN STREET,10038,(212) 233-2000,Italian,1/8/2020,Violations were cited in the following area(s).,Y,36,Z,TBD,Cycle Inspection / Initial Inspection,40.71013403,-74.00534198,9,10-Jun,Sola LAB,N/A,4,31,"['delivery', 'pickup']",Chinatown,['italian'],40.71015443,-74.005482,45 Beekman Sreet,New York,10038,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000782,SOLACE BAR & GRILL,Manhattan,3496,BROADWAY,10031,(212) 926-0166,Spanish,7/31/2019,Violations were cited in the following area(s).,N,12,A,7/31/2019,Cycle Inspection / Re-inspection,40.82498372,-73.95148838,20,20-Nov,Solace Bar and Grill,$$,3.5,319,"['pickup', 'delivery']",Harlem,['gastropubs'],40.824913,-73.951227,3496 Broadway,New York,10031,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41693243,SOLE DI CAPRI,Manhattan,165,CHURCH STREET,10007,(212) 513-1113,Italian,6/10/2019,Violations were cited in the following area(s).,Y,12,A,6/10/2019,Cycle Inspection / Initial Inspection,40.71514309,-74.00775205,15,20-Nov,Sole di Capri,$$,4,248,"['delivery', 'pickup']",SoHo,['italian'],40.71511,-74.00758,165 Church St,New York,10007,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50104419,SOLEDAD 4160,Manhattan,4160,BROADWAY,10033,(212) 837-1378,Other,1/1/1900,Not Yet Inspected,Not Applicable,PEND,N,TBD,Unknown,40.84700111,-73.93819274,1,1,Sapitos Sports Cantina,$$,4,149,"['delivery', 'pickup']",Harlem,['mexican'],40.84699,-73.93788,4160 Broadway,New York,10033,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41463561,SOMTUM DER,Manhattan,85,AVENUE A,10009,(212) 260-8570,Thai,12/3/2019,Violations were cited in the following area(s).,Y,8,A,12/3/2019,Cycle Inspection / Re-inspection,40.72516615,-73.98419051,25,21-30,Somtum Der,$$,4,737,"['delivery', 'pickup']",Greenwich Village,['thai'],40.7252152,-73.98427417,85 Ave A,New York,10009,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50018822,SONG E NAPULE,Manhattan,146,WEST HOUSTON STREET,10012,(212) 533-1242,Pizza/Italian,2/14/2020,Violations were cited in the following area(s).,Y,27,Z,TBD,Cycle Inspection / Initial Inspection,40.72792572,-74.00192305,10,10-Jun,Song E Napule,$$,4.5,473,"['pickup', 'delivery']",Greenwich Village,"['pizza', 'italian']",40.72813,-74.00188,146 W Houston St,New York,10012,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41619055,SONS OF ESSEX,Manhattan,133,ESSEX STREET,10002,(212) 674-7100,American,2/15/2020,Violations were cited in the following area(s).,N,46,Z,2/15/2020,Cycle Inspection / Re-inspection,40.72006403,-73.9874313,27,21-30,Sons of Essex,$$,4,1000,"['delivery', 'pickup']",SoHo,"['newamerican', 'bars', 'breakfast_brunch']",40.720315,-73.987774,133 Essex St,New York,10002,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41348682,SOPHIE'S CUBAN CUISINE,Manhattan,28,EAST   23 STREET,10010,(212) 260-8884,Latin,12/12/2019,Violations were cited in the following area(s).,N,9,A,12/12/2019,Cycle Inspection / Re-inspection,40.74071293,-73.9876403,27,21-30,Sophie's Cuban Cuisine,$$,3.5,291,"['pickup', 'delivery']",Gramercy,"['cuban', 'sandwiches']",40.74061738,-73.98780358,28 E 23rd St,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41541793,SOPHIE'S CUBAN CUISINE,Manhattan,21,WEST   45 STREET,10036,(212) 302-1211,Latin,2/4/2020,Violations were cited in the following area(s).,Y,25,Z,TBD,Cycle Inspection / Initial Inspection,40.75580536,-73.98042572,52,31+,Sophie's Cuban Cuisine,$$,3.5,439,"['delivery', 'pickup']",Garment District,['cuban'],40.75605,-73.98041,21 W 45th St,New York,10036,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50055346,SOPHIE'S CUBAN CUISINE,Manhattan,1015,AVENUE OF THE AMERICAS,10018,(212) 221-7853,Latin,12/17/2019,Violations were cited in the following area(s).,N,12,A,12/17/2019,Cycle Inspection / Re-inspection,40.75213645,-73.98608618,30,21-30,Sophie's Cuban Cuisine,$$,3,82,"['delivery', 'pickup']",Garment District,"['cuban', 'sandwiches']",40.75226,-73.98631,1015 6th Ave,New York,10018,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40754984,SOPHIE'S RESTAURANT,Manhattan,26,BROADWAY,10004,(212) 809-7755,Latin,3/10/2020,Violations were cited in the following area(s).,Y,18,B,3/10/2020,Cycle Inspection / Re-inspection,40.70567313,-74.01330176,37,31+,Sophie's Cuban Cuisine,$$,3.5,418,"['delivery', 'pickup']",Financial District,"['cuban', 'sandwiches']",40.7056891,-74.0124735,73 New St,New York,10004,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50019203,SOPHIES CUBAN CUISINE,Manhattan,76,FULTON STREET,10038,(212) 608-6769,Latin,1/17/2020,Violations were cited in the following area(s).,N,13,A,1/17/2020,Cycle Inspection / Re-inspection,40.70902513,-74.00543928,44,31+,Sophies Cuban Cuisine,$$,3,173,"['pickup', 'delivery']",Financial District,['cuban'],40.708967,-74.005521,76 Fulton St,New York,10038,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629922,SOTTO 13,Manhattan,140,WEST   13 STREET,10011,(212) 647-1001,Italian,4/24/2019,Violations were cited in the following area(s).,Y,12,A,4/24/2019,Cycle Inspection / Initial Inspection,40.73717558,-73.99858548,12,20-Nov,Sotto 13,$$,4,883,"['delivery', 'pickup', 'restaurant_reservation']",Greenwich Village,"['italian', 'pizza', 'breakfast_brunch']",40.7372,-73.99919,140 W 13th St,New York,10011,NY,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50047139,SOTTOCASA PIZZERIA,Manhattan,227,LENOX AVENUE,10027,(646) 928-4870,Pizza,10/5/2019,No violations were recorded at the time of this inspection.,Not Applicable,0,A,TBD,Inter-Agency Task Force / Initial Inspection,40.80545022,-73.94718971,8,10-Jun,Sottocasa Pizzeria - Harlem,$$,4.5,262,[],East Harlem,"['pizza', 'italian']",40.805587,-73.947547,227 Lenox Ave,New York,10027,NY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50066022,SOUEN,Manhattan,326,EAST    6 STREET,10003,(212) 388-1155,Japanese,3/3/2020,Violations were cited in the following area(s).,Y,34,Z,TBD,Cycle Inspection / Initial Inspection,40.7270495,-73.98774747,39,31+,Souen,$$,3.5,325,"['pickup', 'delivery']",Gramercy,"['japanese', 'vegan']",40.72666931,-73.98737335,326 E 6th St,New York,10003,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41310209,SOUK & SANDWICH,Manhattan,117,AVENUE OF THE AMERICAS,10013,(212) 625-3982,Middle Eastern,4/8/2019,Violations were cited in the following area(s).,Y,13,A,4/8/2019,Cycle Inspection / Initial Inspection,40.72380025,-74.00472976,7,10-Jun,Souk & Sandwich,$$,4,140,"['delivery', 'pickup']",Chinatown,"['lebanese', 'sandwiches', 'halal']",40.7238561,-74.0048973,117 Ave Of The America's,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50100045,SOUP & GYRO,Manhattan,178A,CHURCH STREET,10013,(646) 559-0656,Turkish,12/5/2019,Violations were cited in the following area(s).,Y,5,A,12/5/2019,Pre-permit (Operational) / Initial Inspection,40.71560149,-74.00741662,1,1,Soup & Gyro Turkish Mediterranean Restaurant,N/A,4,38,"['delivery', 'pickup']",Chinatown,"['turkish', 'mediterranean', 'halal']",40.71571,-74.0075,178A Church St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50087283,SOUP KITCHEN,Manhattan,259,WEST   55 STREET,10019,(212) 956-0900,Soups,4/30/2019,Violations were cited in the following area(s).,Y,8,A,4/30/2019,Pre-permit (Operational) / Initial Inspection,40.76505011,-73.9829536,2,5-Feb,The Original Soupman,$$,4,21,"['delivery', 'pickup']",Hell's Kitchen,['soup'],40.764987,-73.984742,259 W 55th St,New York,10019,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50087283,SOUP KITCHEN,Manhattan,259,WEST   55 STREET,10019,(212) 956-0900,Soups,4/30/2019,Violations were cited in the following area(s).,Y,8,A,4/30/2019,Pre-permit (Operational) / Initial Inspection,40.76505011,-73.9829536,2,5-Feb,The Original Soupman,$,4,480,[],Midtown West,"['soup', 'seafood']",40.76536117,-73.98343927,259A W 55th St,New York,10019,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50061322,SOUS VIDE KITCHEN: A VIRTUAL FOOD HALL,Manhattan,119,EAST   23 STREET,10010,(646) 895-9232,Vietnamese/Cambodian/Malaysia,2/25/2020,Violations were cited in the following area(s).,Y,31,Z,TBD,Cycle Inspection / Initial Inspection,40.7398069,-73.98544643,10,10-Jun,BONMi,$$,3.5,107,"['pickup', 'delivery']",Gramercy,"['vietnamese', 'coffee', 'sandwiches']",40.73995,-73.98538,119 E 23rd St,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50061322,SOUS VIDE KITCHEN: A VIRTUAL FOOD HALL,Manhattan,119,EAST   23 STREET,10010,(646) 895-9232,Vietnamese/Cambodian/Malaysia,2/25/2020,Violations were cited in the following area(s).,Y,31,Z,TBD,Cycle Inspection / Initial Inspection,40.7398069,-73.98544643,10,10-Jun,Sous Vide Kitchen - A Virtual Food Hall,$$,3.5,35,"['pickup', 'delivery']",Gramercy,"['newamerican', 'vietnamese', 'mediterranean']",40.73995,-73.98538,119 E 23rd St,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50073031,SOUTH OF THE CLOUDS,Manhattan,16,WEST    8 STREET,10011,(212) 888-9653,Chinese,2/24/2020,Violations were cited in the following area(s).,Y,5,A,2/24/2020,Cycle Inspection / Re-inspection,40.73254239,-73.99707373,14,20-Nov,South Of The Clouds,$$,4,213,"['delivery', 'pickup']",Greenwich Village,"['chinese', 'noodles', 'desserts']",40.73264,-73.99752,16 W 8th St,New York,10011,NY,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50036647,SOUTHWEST PORCH,Manhattan,41,WEST   40 STREET,10018,(212) 840-0324,American,3/21/2019,Violations were cited in the following area(s).,N,11,A,3/21/2019,Cycle Inspection / Initial Inspection,40.75306938,-73.98388067,7,10-Jun,Fever-Tree Porch,N/A,4.5,11,[],Midtown West,"['bars', 'newamerican']",40.75319,-73.98298,25 W 40th St,New York,10018,NY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
